Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-12-28 00:00:00+05:30,76.6946175554951,77.60284328970492,76.6946175554951,77.32028198242188,115331,0.0,0.0
2020-12-29 00:00:00+05:30,77.32027533626852,77.78448394046525,76.23040783385754,76.53314971923828,393225,0.0,0.0
2020-12-30 00:00:00+05:30,76.39187590018253,76.89644575421279,75.44328347961896,76.75516510009766,181771,0.0,0.0
2020-12-31 00:00:00+05:30,76.7753583498795,77.09828089664585,76.00840772017523,76.6138916015625,298886,0.0,0.0
2021-01-01 00:00:00+05:30,76.08913518854477,76.59370505053778,76.08913518854477,76.47261047363281,130002,0.0,0.0
2021-01-04 00:00:00+05:30,76.5331558919892,76.79553111882771,75.90748599344614,76.0083999633789,264622,0.0,0.0
2021-01-05 00:00:00+05:30,76.49277465901476,76.49277465901476,75.22125997470887,75.88729095458984,203694,0.0,0.0
2021-01-06 00:00:00+05:30,75.88731406378497,79.76241204713523,75.60475272570157,79.17710876464844,1683507,0.0,0.0
2021-01-07 00:00:00+05:30,79.52021112230584,81.43757661890966,78.89454667654533,79.50003051757812,1706829,0.0,0.0
2021-01-08 00:00:00+05:30,80.61008455998713,83.55677040857708,79.86332005796726,82.2852554321289,1358066,0.0,0.0
2021-01-11 00:00:00+05:30,82.70908418958301,82.78981755113703,81.29628868691833,82.08341979980469,602414,0.0,0.0
2021-01-12 00:00:00+05:30,81.29629501480899,82.58799605061823,80.71099726024964,82.26506805419922,453102,0.0,0.0
2021-01-13 00:00:00+05:30,82.32561507389691,83.35493532988598,81.92195921273523,82.7292709350586,714481,0.0,0.0
2021-01-14 00:00:00+05:30,83.55676194723235,83.71822319417278,82.20451373860698,82.7090835571289,1555789,0.0,0.0
2021-01-15 00:00:00+05:30,82.34580133422665,83.01183245591386,81.72013689641544,81.96232604980469,259569,0.0,0.0
2021-01-18 00:00:00+05:30,81.5384904771246,81.5384904771246,78.53125188094043,79.09637451171875,852398,0.0,0.0
2021-01-19 00:00:00+05:30,78.91473337187377,80.73118503516497,78.8743666843694,80.65045166015625,281063,0.0,0.0
2021-01-20 00:00:00+05:30,80.28715440590584,80.91282431241629,78.73307815416484,79.2376480102539,340582,0.0,0.0
2021-01-21 00:00:00+05:30,79.27801540328556,79.78258526389065,78.38997573358063,78.71289825439453,9454257,0.0,0.0
2021-01-22 00:00:00+05:30,79.11655402429325,79.25783468003759,77.90558636065612,78.30924224853516,1118365,0.0,0.0
2021-01-25 00:00:00+05:30,78.3092348884331,79.52020243825423,76.57351692366262,76.77534484863281,246249,0.0,0.0
2021-01-27 00:00:00+05:30,77.01753347992339,78.43032894556613,76.45241638865285,77.70375061035156,333497,0.0,0.0
2021-01-28 00:00:00+05:30,76.75515829604794,77.13863354109066,75.01944034202187,75.56437683105469,3683619,0.0,0.0
2021-01-29 00:00:00+05:30,76.63407110537015,76.63407110537015,73.99012176527181,74.3534164428711,164754,0.0,0.0
2021-02-01 00:00:00+05:30,74.67633868020678,76.49279016161722,73.66719896831209,76.29096221923828,331750,0.0,0.0
2021-02-02 00:00:00+05:30,77.0982679520111,78.97526657418081,76.5735175328868,78.38996887207031,2665582,0.0,0.0
2021-02-03 00:00:00+05:30,78.71289911147453,84.76773750466488,78.53125176970543,83.3145751953125,2214297,0.0,0.0
2021-02-04 00:00:00+05:30,83.53658866172402,83.7787778158824,82.44671556827772,82.87055206298828,2617638,0.0,0.0
2021-02-05 00:00:00+05:30,83.13294056178273,84.04116639978503,81.11466092177766,83.57695770263672,1709929,0.0,0.0
2021-02-08 00:00:00+05:30,83.96042765371806,86.14016843051056,83.05220187381005,85.75669860839844,845894,0.0,0.0
